phi,theta,Value,image
0,4,24,prs_images/33719.vti_4.prs.png
0,5,24,prs_images/33719.vti_5.prs.png
1,0,24,prs_images/33719.vti_6.prs.png
1,1,24,prs_images/33719.vti_7.prs.png
1,2,24,prs_images/33719.vti_8.prs.png
1,3,24,prs_images/33719.vti_9.prs.png
1,4,24,prs_images/33719.vti_10.prs.png
1,5,24,prs_images/33719.vti_11.prs.png
2,0,24,prs_images/33719.vti_12.prs.png
2,1,24,prs_images/33719.vti_13.prs.png
2,2,24,prs_images/33719.vti_14.prs.png
2,3,24,prs_images/33719.vti_15.prs.png
2,4,24,prs_images/33719.vti_16.prs.png
2,5,24,prs_images/33719.vti_17.prs.png
3,0,24,prs_images/33719.vti_18.prs.png
3,1,24,prs_images/33719.vti_19.prs.png
3,2,24,prs_images/33719.vti_20.prs.png
3,3,24,prs_images/33719.vti_21.prs.png
3,4,24,prs_images/33719.vti_22.prs.png
3,5,24,prs_images/33719.vti_23.prs.png
0,0,25,prs_images/35332.vti_0.prs.png
0,1,25,prs_images/35332.vti_1.prs.png
0,2,25,prs_images/35332.vti_2.prs.png
0,3,25,prs_images/35332.vti_3.prs.png
0,4,25,prs_images/35332.vti_4.prs.png
0,5,25,prs_images/35332.vti_5.prs.png
1,0,25,prs_images/35332.vti_6.prs.png
1,1,25,prs_images/35332.vti_7.prs.png
1,2,25,prs_images/35332.vti_8.prs.png
1,3,25,prs_images/35332.vti_9.prs.png
1,4,25,prs_images/35332.vti_10.prs.png
1,5,25,prs_images/35332.vti_11.prs.png
2,0,25,prs_images/35332.vti_12.prs.png
2,1,25,prs_images/35332.vti_13.prs.png
2,2,25,prs_images/35332.vti_14.prs.png
2,3,25,prs_images/35332.vti_15.prs.png
2,4,25,prs_images/35332.vti_16.prs.png
2,5,25,prs_images/35332.vti_17.prs.png
3,0,25,prs_images/35332.vti_18.prs.png
3,1,25,prs_images/35332.vti_19.prs.png
3,2,25,prs_images/35332.vti_20.prs.png
3,3,25,prs_images/35332.vti_21.prs.png
3,4,25,prs_images/35332.vti_22.prs.png
3,5,25,prs_images/35332.vti_23.prs.png
0,0,26,prs_images/36069.vti_0.prs.png
0,1,26,prs_images/36069.vti_1.prs.png
0,2,26,prs_images/36069.vti_2.prs.png
0,3,26,prs_images/36069.vti_3.prs.png
0,4,26,prs_images/36069.vti_4.prs.png
0,5,26,prs_images/36069.vti_5.prs.png
1,0,26,prs_images/36069.vti_6.prs.png
1,1,26,prs_images/36069.vti_7.prs.png
1,2,26,prs_images/36069.vti_8.prs.png
1,3,26,prs_images/36069.vti_9.prs.png
1,4,26,prs_images/36069.vti_10.prs.png
1,5,26,prs_images/36069.vti_11.prs.png
2,0,26,prs_images/36069.vti_12.prs.png
2,1,26,prs_images/36069.vti_13.prs.png
2,2,26,prs_images/36069.vti_14.prs.png
2,3,26,prs_images/36069.vti_15.prs.png
2,4,26,prs_images/36069.vti_16.prs.png
2,5,26,prs_images/36069.vti_17.prs.png
3,0,26,prs_images/36069.vti_18.prs.png
3,1,26,prs_images/36069.vti_19.prs.png
3,2,26,prs_images/36069.vti_20.prs.png
3,3,26,prs_images/36069.vti_21.prs.png
3,4,26,prs_images/36069.vti_22.prs.png
3,5,26,prs_images/36069.vti_23.prs.png
0,0,27,prs_images/37669.vti_0.prs.png
0,1,27,prs_images/37669.vti_1.prs.png
0,2,27,prs_images/37669.vti_2.prs.png
0,3,27,prs_images/37669.vti_3.prs.png
0,4,27,prs_images/37669.vti_4.prs.png
0,5,27,prs_images/37669.vti_5.prs.png
1,0,27,prs_images/37669.vti_6.prs.png
1,1,27,prs_images/37669.vti_7.prs.png
1,2,27,prs_images/37669.vti_8.prs.png
1,3,27,prs_images/37669.vti_9.prs.png
1,4,27,prs_images/37669.vti_10.prs.png
1,5,27,prs_images/37669.vti_11.prs.png
2,0,27,prs_images/37669.vti_12.prs.png
2,1,27,prs_images/37669.vti_13.prs.png
2,2,27,prs_images/37669.vti_14.prs.png
2,3,27,prs_images/37669.vti_15.prs.png
2,4,27,prs_images/37669.vti_16.prs.png
2,5,27,prs_images/37669.vti_17.prs.png
3,0,27,prs_images/37669.vti_18.prs.png
3,1,27,prs_images/37669.vti_19.prs.png
3,2,27,prs_images/37669.vti_20.prs.png
3,3,27,prs_images/37669.vti_21.prs.png
3,4,27,prs_images/37669.vti_22.prs.png
3,5,27,prs_images/37669.vti_23.prs.png
0,0,28,prs_images/39067.vti_0.prs.png
0,1,28,prs_images/39067.vti_1.prs.png
0,2,28,prs_images/39067.vti_2.prs.png
0,3,28,prs_images/39067.vti_3.prs.png
0,4,28,prs_images/39067.vti_4.prs.png
0,5,28,prs_images/39067.vti_5.prs.png
1,0,28,prs_images/39067.vti_6.prs.png
1,1,28,prs_images/39067.vti_7.prs.png
1,2,28,prs_images/39067.vti_8.prs.png
1,3,28,prs_images/39067.vti_9.prs.png
1,4,28,prs_images/39067.vti_10.prs.png
1,5,28,prs_images/39067.vti_11.prs.png
2,0,28,prs_images/39067.vti_12.prs.png
2,1,28,prs_images/39067.vti_13.prs.png
2,2,28,prs_images/39067.vti_14.prs.png
2,3,28,prs_images/39067.vti_15.prs.png
2,4,28,prs_images/39067.vti_16.prs.png
2,5,28,prs_images/39067.vti_17.prs.png
3,0,28,prs_images/39067.vti_18.prs.png
3,1,28,prs_images/39067.vti_19.prs.png
3,2,28,prs_images/39067.vti_20.prs.png
3,3,28,prs_images/39067.vti_21.prs.png
3,4,28,prs_images/39067.vti_22.prs.png
3,5,28,prs_images/39067.vti_23.prs.png
0,0,29,prs_images/41035.vti_0.prs.png
0,1,29,prs_images/41035.vti_1.prs.png
0,2,29,prs_images/41035.vti_2.prs.png
0,3,29,prs_images/41035.vti_3.prs.png
0,4,29,prs_images/41035.vti_4.prs.png
0,5,29,prs_images/41035.vti_5.prs.png
1,0,29,prs_images/41035.vti_6.prs.png
1,1,29,prs_images/41035.vti_7.prs.png
1,2,29,prs_images/41035.vti_8.prs.png
1,3,29,prs_images/41035.vti_9.prs.png
1,4,29,prs_images/41035.vti_10.prs.png
1,5,29,prs_images/41035.vti_11.prs.png
2,0,29,prs_images/41035.vti_12.prs.png
2,1,29,prs_images/41035.vti_13.prs.png
2,2,29,prs_images/41035.vti_14.prs.png
2,3,29,prs_images/41035.vti_15.prs.png
2,4,29,prs_images/41035.vti_16.prs.png
2,5,29,prs_images/41035.vti_17.prs.png
3,0,29,prs_images/41035.vti_18.prs.png
3,1,29,prs_images/41035.vti_19.prs.png
3,2,29,prs_images/41035.vti_20.prs.png
3,3,29,prs_images/41035.vti_21.prs.png
3,4,29,prs_images/41035.vti_22.prs.png
3,5,29,prs_images/41035.vti_23.prs.png
0,0,30,prs_images/44262.vti_0.prs.png
0,1,30,prs_images/44262.vti_1.prs.png
0,2,30,prs_images/44262.vti_2.prs.png
0,3,30,prs_images/44262.vti_3.prs.png
0,4,30,prs_images/44262.vti_4.prs.png
0,5,30,prs_images/44262.vti_5.prs.png
1,0,30,prs_images/44262.vti_6.prs.png
1,1,30,prs_images/44262.vti_7.prs.png
1,2,30,prs_images/44262.vti_8.prs.png
1,3,30,prs_images/44262.vti_9.prs.png
1,4,30,prs_images/44262.vti_10.prs.png
1,5,30,prs_images/44262.vti_11.prs.png
2,0,30,prs_images/44262.vti_12.prs.png
2,1,30,prs_images/44262.vti_13.prs.png
2,2,30,prs_images/44262.vti_14.prs.png
2,3,30,prs_images/44262.vti_15.prs.png
2,4,30,prs_images/44262.vti_16.prs.png
2,5,30,prs_images/44262.vti_17.prs.png
3,0,30,prs_images/44262.vti_18.prs.png
3,1,30,prs_images/44262.vti_19.prs.png
3,2,30,prs_images/44262.vti_20.prs.png
3,3,30,prs_images/44262.vti_21.prs.png
3,4,30,prs_images/44262.vti_22.prs.png
3,5,30,prs_images/44262.vti_23.prs.png
0,0,31,prs_images/46984.vti_0.prs.png
0,1,31,prs_images/46984.vti_1.prs.png
0,2,31,prs_images/46984.vti_2.prs.png
0,3,31,prs_images/46984.vti_3.prs.png
0,4,31,prs_images/46984.vti_4.prs.png
0,5,31,prs_images/46984.vti_5.prs.png
1,0,31,prs_images/46984.vti_6.prs.png
1,1,31,prs_images/46984.vti_7.prs.png
1,2,31,prs_images/46984.vti_8.prs.png
1,3,31,prs_images/46984.vti_9.prs.png
1,4,31,prs_images/46984.vti_10.prs.png
1,5,31,prs_images/46984.vti_11.prs.png
2,0,31,prs_images/46984.vti_12.prs.png
2,1,31,prs_images/46984.vti_13.prs.png
2,2,31,prs_images/46984.vti_14.prs.png
2,3,31,prs_images/46984.vti_15.prs.png
2,4,31,prs_images/46984.vti_16.prs.png
2,5,31,prs_images/46984.vti_17.prs.png
3,0,31,prs_images/46984.vti_18.prs.png
3,1,31,prs_images/46984.vti_19.prs.png
3,2,31,prs_images/46984.vti_20.prs.png
3,3,31,prs_images/46984.vti_21.prs.png
3,4,31,prs_images/46984.vti_22.prs.png
3,5,31,prs_images/46984.vti_23.prs.png
0,0,32,prs_images/48989.vti_0.prs.png
0,1,32,prs_images/48989.vti_1.prs.png
0,2,32,prs_images/48989.vti_2.prs.png
0,3,32,prs_images/48989.vti_3.prs.png
0,4,32,prs_images/48989.vti_4.prs.png
0,5,32,prs_images/48989.vti_5.prs.png
1,0,32,prs_images/48989.vti_6.prs.png
1,1,32,prs_images/48989.vti_7.prs.png
1,2,32,prs_images/48989.vti_8.prs.png
1,3,32,prs_images/48989.vti_9.prs.png
1,4,32,prs_images/48989.vti_10.prs.png
1,5,32,prs_images/48989.vti_11.prs.png
2,0,32,prs_images/48989.vti_12.prs.png
2,1,32,prs_images/48989.vti_13.prs.png
2,2,32,prs_images/48989.vti_14.prs.png
2,3,32,prs_images/48989.vti_15.prs.png
2,4,32,prs_images/48989.vti_16.prs.png
2,5,32,prs_images/48989.vti_17.prs.png
3,0,32,prs_images/48989.vti_18.prs.png
3,1,32,prs_images/48989.vti_19.prs.png
3,2,32,prs_images/48989.vti_20.prs.png
3,3,32,prs_images/48989.vti_21.prs.png
3,4,32,prs_images/48989.vti_22.prs.png
3,5,32,prs_images/48989.vti_23.prs.png
0,0,33,prs_images/49275.vti_0.prs.png
0,1,33,prs_images/49275.vti_1.prs.png
0,2,33,prs_images/49275.vti_2.prs.png
0,3,33,prs_images/49275.vti_3.prs.png
0,4,33,prs_images/49275.vti_4.prs.png
0,5,33,prs_images/49275.vti_5.prs.png
1,0,33,prs_images/49275.vti_6.prs.png
1,1,33,prs_images/49275.vti_7.prs.png
1,2,33,prs_images/49275.vti_8.prs.png
1,3,33,prs_images/49275.vti_9.prs.png
1,4,33,prs_images/49275.vti_10.prs.png
1,5,33,prs_images/49275.vti_11.prs.png
2,0,33,prs_images/49275.vti_12.prs.png
2,1,33,prs_images/49275.vti_13.prs.png
2,2,33,prs_images/49275.vti_14.prs.png
2,3,33,prs_images/49275.vti_15.prs.png
2,4,33,prs_images/49275.vti_16.prs.png
2,5,33,prs_images/49275.vti_17.prs.png
3,0,33,prs_images/49275.vti_18.prs.png
3,1,33,prs_images/49275.vti_19.prs.png
3,2,33,prs_images/49275.vti_20.prs.png
3,3,33,prs_images/49275.vti_21.prs.png
3,4,33,prs_images/49275.vti_22.prs.png
3,5,33,prs_images/49275.vti_23.prs.png
0,0,34,prs_images/49577.vti_0.prs.png
0,1,34,prs_images/49577.vti_1.prs.png
0,2,34,prs_images/49577.vti_2.prs.png
0,3,34,prs_images/49577.vti_3.prs.png
0,4,34,prs_images/49577.vti_4.prs.png
0,5,34,prs_images/49577.vti_5.prs.png
1,0,34,prs_images/49577.vti_6.prs.png
1,1,34,prs_images/49577.vti_7.prs.png
1,2,34,prs_images/49577.vti_8.prs.png
1,3,34,prs_images/49577.vti_9.prs.png
1,4,34,prs_images/49577.vti_10.prs.png
1,5,34,prs_images/49577.vti_11.prs.png
2,0,34,prs_images/49577.vti_12.prs.png
2,1,34,prs_images/49577.vti_13.prs.png
2,2,34,prs_images/49577.vti_14.prs.png
2,3,34,prs_images/49577.vti_15.prs.png
2,4,34,prs_images/49577.vti_16.prs.png
2,5,34,prs_images/49577.vti_17.prs.png
3,0,34,prs_images/49577.vti_18.prs.png
3,1,34,prs_images/49577.vti_19.prs.png
3,2,34,prs_images/49577.vti_20.prs.png
3,3,34,prs_images/49577.vti_21.prs.png
3,4,34,prs_images/49577.vti_22.prs.png
3,5,34,prs_images/49577.vti_23.prs.png
0,0,35,prs_images/49978.vti_0.prs.png
0,1,35,prs_images/49978.vti_1.prs.png
0,2,35,prs_images/49978.vti_2.prs.png
0,3,35,prs_images/49978.vti_3.prs.png
0,4,35,prs_images/49978.vti_4.prs.png
0,5,35,prs_images/49978.vti_5.prs.png
1,0,35,prs_images/49978.vti_6.prs.png
1,1,35,prs_images/49978.vti_7.prs.png
1,2,35,prs_images/49978.vti_8.prs.png
1,3,35,prs_images/49978.vti_9.prs.png
1,4,35,prs_images/49978.vti_10.prs.png
1,5,35,prs_images/49978.vti_11.prs.png
2,0,35,prs_images/49978.vti_12.prs.png
2,1,35,prs_images/49978.vti_13.prs.png
2,2,35,prs_images/49978.vti_14.prs.png
2,3,35,prs_images/49978.vti_15.prs.png
2,4,35,prs_images/49978.vti_16.prs.png
2,5,35,prs_images/49978.vti_17.prs.png
3,0,35,prs_images/49978.vti_18.prs.png
3,1,35,prs_images/49978.vti_19.prs.png
3,2,35,prs_images/49978.vti_20.prs.png
3,3,35,prs_images/49978.vti_21.prs.png
3,4,35,prs_images/49978.vti_22.prs.png
3,5,35,prs_images/49978.vti_23.prs.png
