phi,theta,Value,image
2,3,27,tev_images/37669.vti_15.png
2,4,27,tev_images/37669.vti_16.png
2,5,27,tev_images/37669.vti_17.png
3,0,27,tev_images/37669.vti_18.png
3,1,27,tev_images/37669.vti_19.png
3,2,27,tev_images/37669.vti_20.png
3,3,27,tev_images/37669.vti_21.png
3,4,27,tev_images/37669.vti_22.png
3,5,27,tev_images/37669.vti_23.png
0,0,28,tev_images/39067.vti_0.png
0,1,28,tev_images/39067.vti_1.png
0,2,28,tev_images/39067.vti_2.png
0,3,28,tev_images/39067.vti_3.png
0,4,28,tev_images/39067.vti_4.png
0,5,28,tev_images/39067.vti_5.png
1,0,28,tev_images/39067.vti_6.png
1,1,28,tev_images/39067.vti_7.png
1,2,28,tev_images/39067.vti_8.png
1,3,28,tev_images/39067.vti_9.png
1,4,28,tev_images/39067.vti_10.png
1,5,28,tev_images/39067.vti_11.png
2,0,28,tev_images/39067.vti_12.png
2,1,28,tev_images/39067.vti_13.png
2,2,28,tev_images/39067.vti_14.png
2,3,28,tev_images/39067.vti_15.png
2,4,28,tev_images/39067.vti_16.png
2,5,28,tev_images/39067.vti_17.png
3,0,28,tev_images/39067.vti_18.png
3,1,28,tev_images/39067.vti_19.png
3,2,28,tev_images/39067.vti_20.png
3,3,28,tev_images/39067.vti_21.png
3,4,28,tev_images/39067.vti_22.png
3,5,28,tev_images/39067.vti_23.png
0,0,29,tev_images/41035.vti_0.png
0,1,29,tev_images/41035.vti_1.png
0,2,29,tev_images/41035.vti_2.png
0,3,29,tev_images/41035.vti_3.png
0,4,29,tev_images/41035.vti_4.png
0,5,29,tev_images/41035.vti_5.png
1,0,29,tev_images/41035.vti_6.png
1,1,29,tev_images/41035.vti_7.png
1,2,29,tev_images/41035.vti_8.png
1,3,29,tev_images/41035.vti_9.png
1,4,29,tev_images/41035.vti_10.png
1,5,29,tev_images/41035.vti_11.png
2,0,29,tev_images/41035.vti_12.png
2,1,29,tev_images/41035.vti_13.png
2,2,29,tev_images/41035.vti_14.png
2,3,29,tev_images/41035.vti_15.png
2,4,29,tev_images/41035.vti_16.png
2,5,29,tev_images/41035.vti_17.png
3,0,29,tev_images/41035.vti_18.png
3,1,29,tev_images/41035.vti_19.png
3,2,29,tev_images/41035.vti_20.png
3,3,29,tev_images/41035.vti_21.png
3,4,29,tev_images/41035.vti_22.png
3,5,29,tev_images/41035.vti_23.png
0,0,30,tev_images/44262.vti_0.png
0,1,30,tev_images/44262.vti_1.png
0,2,30,tev_images/44262.vti_2.png
0,3,30,tev_images/44262.vti_3.png
0,4,30,tev_images/44262.vti_4.png
0,5,30,tev_images/44262.vti_5.png
1,0,30,tev_images/44262.vti_6.png
1,1,30,tev_images/44262.vti_7.png
1,2,30,tev_images/44262.vti_8.png
1,3,30,tev_images/44262.vti_9.png
1,4,30,tev_images/44262.vti_10.png
1,5,30,tev_images/44262.vti_11.png
2,0,30,tev_images/44262.vti_12.png
2,1,30,tev_images/44262.vti_13.png
2,2,30,tev_images/44262.vti_14.png
2,3,30,tev_images/44262.vti_15.png
2,4,30,tev_images/44262.vti_16.png
2,5,30,tev_images/44262.vti_17.png
3,0,30,tev_images/44262.vti_18.png
3,1,30,tev_images/44262.vti_19.png
3,2,30,tev_images/44262.vti_20.png
3,3,30,tev_images/44262.vti_21.png
3,4,30,tev_images/44262.vti_22.png
3,5,30,tev_images/44262.vti_23.png
0,0,31,tev_images/46984.vti_0.png
0,1,31,tev_images/46984.vti_1.png
0,2,31,tev_images/46984.vti_2.png
0,3,31,tev_images/46984.vti_3.png
0,4,31,tev_images/46984.vti_4.png
0,5,31,tev_images/46984.vti_5.png
1,0,31,tev_images/46984.vti_6.png
1,1,31,tev_images/46984.vti_7.png
1,2,31,tev_images/46984.vti_8.png
1,3,31,tev_images/46984.vti_9.png
1,4,31,tev_images/46984.vti_10.png
1,5,31,tev_images/46984.vti_11.png
2,0,31,tev_images/46984.vti_12.png
2,1,31,tev_images/46984.vti_13.png
2,2,31,tev_images/46984.vti_14.png
2,3,31,tev_images/46984.vti_15.png
2,4,31,tev_images/46984.vti_16.png
2,5,31,tev_images/46984.vti_17.png
3,0,31,tev_images/46984.vti_18.png
3,1,31,tev_images/46984.vti_19.png
3,2,31,tev_images/46984.vti_20.png
3,3,31,tev_images/46984.vti_21.png
3,4,31,tev_images/46984.vti_22.png
3,5,31,tev_images/46984.vti_23.png
0,0,32,tev_images/48989.vti_0.png
0,1,32,tev_images/48989.vti_1.png
0,2,32,tev_images/48989.vti_2.png
0,3,32,tev_images/48989.vti_3.png
0,4,32,tev_images/48989.vti_4.png
0,5,32,tev_images/48989.vti_5.png
1,0,32,tev_images/48989.vti_6.png
1,1,32,tev_images/48989.vti_7.png
1,2,32,tev_images/48989.vti_8.png
1,3,32,tev_images/48989.vti_9.png
1,4,32,tev_images/48989.vti_10.png
1,5,32,tev_images/48989.vti_11.png
2,0,32,tev_images/48989.vti_12.png
2,1,32,tev_images/48989.vti_13.png
2,2,32,tev_images/48989.vti_14.png
2,3,32,tev_images/48989.vti_15.png
2,4,32,tev_images/48989.vti_16.png
2,5,32,tev_images/48989.vti_17.png
3,0,32,tev_images/48989.vti_18.png
3,1,32,tev_images/48989.vti_19.png
3,2,32,tev_images/48989.vti_20.png
3,3,32,tev_images/48989.vti_21.png
3,4,32,tev_images/48989.vti_22.png
3,5,32,tev_images/48989.vti_23.png
0,0,33,tev_images/49275.vti_0.png
0,1,33,tev_images/49275.vti_1.png
0,2,33,tev_images/49275.vti_2.png
0,3,33,tev_images/49275.vti_3.png
0,4,33,tev_images/49275.vti_4.png
0,5,33,tev_images/49275.vti_5.png
1,0,33,tev_images/49275.vti_6.png
1,1,33,tev_images/49275.vti_7.png
1,2,33,tev_images/49275.vti_8.png
1,3,33,tev_images/49275.vti_9.png
1,4,33,tev_images/49275.vti_10.png
1,5,33,tev_images/49275.vti_11.png
2,0,33,tev_images/49275.vti_12.png
2,1,33,tev_images/49275.vti_13.png
2,2,33,tev_images/49275.vti_14.png
2,3,33,tev_images/49275.vti_15.png
2,4,33,tev_images/49275.vti_16.png
2,5,33,tev_images/49275.vti_17.png
3,0,33,tev_images/49275.vti_18.png
3,1,33,tev_images/49275.vti_19.png
3,2,33,tev_images/49275.vti_20.png
3,3,33,tev_images/49275.vti_21.png
3,4,33,tev_images/49275.vti_22.png
3,5,33,tev_images/49275.vti_23.png
0,0,34,tev_images/49577.vti_0.png
0,1,34,tev_images/49577.vti_1.png
0,2,34,tev_images/49577.vti_2.png
0,3,34,tev_images/49577.vti_3.png
0,4,34,tev_images/49577.vti_4.png
0,5,34,tev_images/49577.vti_5.png
1,0,34,tev_images/49577.vti_6.png
1,1,34,tev_images/49577.vti_7.png
1,2,34,tev_images/49577.vti_8.png
1,3,34,tev_images/49577.vti_9.png
1,4,34,tev_images/49577.vti_10.png
1,5,34,tev_images/49577.vti_11.png
2,0,34,tev_images/49577.vti_12.png
2,1,34,tev_images/49577.vti_13.png
2,2,34,tev_images/49577.vti_14.png
2,3,34,tev_images/49577.vti_15.png
2,4,34,tev_images/49577.vti_16.png
2,5,34,tev_images/49577.vti_17.png
3,0,34,tev_images/49577.vti_18.png
3,1,34,tev_images/49577.vti_19.png
3,2,34,tev_images/49577.vti_20.png
3,3,34,tev_images/49577.vti_21.png
3,4,34,tev_images/49577.vti_22.png
3,5,34,tev_images/49577.vti_23.png
0,0,35,tev_images/49978.vti_0.png
0,1,35,tev_images/49978.vti_1.png
0,2,35,tev_images/49978.vti_2.png
0,3,35,tev_images/49978.vti_3.png
0,4,35,tev_images/49978.vti_4.png
0,5,35,tev_images/49978.vti_5.png
1,0,35,tev_images/49978.vti_6.png
1,1,35,tev_images/49978.vti_7.png
1,2,35,tev_images/49978.vti_8.png
1,3,35,tev_images/49978.vti_9.png
1,4,35,tev_images/49978.vti_10.png
1,5,35,tev_images/49978.vti_11.png
2,0,35,tev_images/49978.vti_12.png
2,1,35,tev_images/49978.vti_13.png
2,2,35,tev_images/49978.vti_14.png
2,3,35,tev_images/49978.vti_15.png
2,4,35,tev_images/49978.vti_16.png
2,5,35,tev_images/49978.vti_17.png
3,0,35,tev_images/49978.vti_18.png
3,1,35,tev_images/49978.vti_19.png
3,2,35,tev_images/49978.vti_20.png
3,3,35,tev_images/49978.vti_21.png
3,4,35,tev_images/49978.vti_22.png
3,5,35,tev_images/49978.vti_23.png
